resolution,series,3-gram
96,2021,chain reaction pcr
96,2021,reaction pcr test
96,2021,pcr test result
96,2021,test result continued
96,2021,result continued implementation
96,2021,continued implementation proactive
96,2021,implementation proactive measures
96,2021,proactive measures necessary
96,2021,measures necessary ensure
96,2021,necessary ensure utmost
96,2021,ensure utmost protection
96,2021,utmost protection health
96,2021,protection health filipino
96,2021,health filipino people
96,2021,filipino people january
96,2021,people january 2021
96,2021,january 2021 total
96,2021,2021 total twenty
96,2021,total twenty nine
96,2021,twenty nine thousand
96,2021,nine thousand two
96,2021,thousand two hundred
96,2021,two hundred eighty
96,2021,hundred eighty two
96,2021,eighty two 282
96,2021,two 282 active
96,2021,282 active covid
96,2021,active covid cases
96,2021,covid cases philippines
96,2021,cases philippines therefore
96,2021,philippines therefore resolved
96,2021,therefore resolved hereby
96,2021,resolved hereby resolved
96,2021,hereby resolved iatf
96,2021,resolved iatf approves
96,2021,iatf approves following
96,2021,approves following recommendations
96,2021,following recommendations atf
96,2021,recommendations atf technical
96,2021,atf technical working
96,2021,technical working group
96,2021,working group covid
96,2021,group covid new
96,2021,covid new variants
96,2021,new variants adopted
96,2021,variants adopted effective
96,2021,adopted effective february
96,2021,effective february 2021
96,2021,february 2021 testing
96,2021,2021 testing quarantine
96,2021,testing quarantine protocols
96,2021,quarantine protocols persons
96,2021,protocols persons allowed
96,2021,persons allowed entry
96,2021,allowed entry philippines
96,2021,entry philippines follows
96,2021,philippines follows arriving
96,2021,follows arriving passengers
96,2021,arriving passengers regardless
96,2021,passengers regardless origin
96,2021,regardless origin required
96,2021,origin required undergo
96,2021,required undergo facility
96,2021,undergo facility based
96,2021,facility based quarantine
96,2021,based quarantine upon
96,2021,quarantine upon arrival
96,2021,upon arrival unless
96,2021,arrival unless passenger
96,2021,unless passenger exhibits
96,2021,passenger exhibits symptoms
96,2021,exhibits symptoms earlier
96,2021,symptoms earlier date
96,2021,earlier date quarantine
96,2021,date quarantine reverse
96,2021,quarantine reverse transcription
96,2021,reverse transcription polymerase
96,2021,transcription polymerase chain
96,2021,polymerase chain reaction
96,2021,chain reaction pcr
96,2021,reaction pcr test
96,2021,pcr test conducted
96,2021,test conducted fifth
96,2021,conducted fifth day
96,2021,fifth day date
96,2021,day date arrival
96,2021,date arrival philippines
96,2021,arrival philippines ifthe
96,2021,philippines ifthe pcr
96,2021,ifthe pcr test
96,2021,pcr test yields
96,2021,test yields negative
96,2021,yields negative result
96,2021,negative result passenger
96,2021,result passenger endorsed
96,2021,passenger endorsed local
96,2021,endorsed local government
96,2021,local government units
96,2021,government units destination
96,2021,units destination coordinate
96,2021,destination coordinate transfer
96,2021,coordinate transfer said
96,2021,transfer said passenger
96,2021,said passenger quarantine
96,2021,passenger quarantine facility
96,2021,quarantine facility lgu
96,2021,facility lgu strictly
96,2021,lgu strictly monitor
96,2021,strictly monitor remainder
96,2021,monitor remainder fourteen
96,2021,remainder fourteen day
96,2021,fourteen day quarantine
96,2021,day quarantine respective
96,2021,quarantine respective barangay
96,2021,respective barangay health
96,2021,barangay health emergency
96,2021,health emergency response
96,2021,emergency response teams
96,2021,response teams inall
96,2021,teams inall foregoing
96,2021,inall foregoing appropriate
96,2021,foregoing appropriate patient
96,2021,appropriate patient management
96,2021,patient management outlined
96,2021,management outlined philippine
96,2021,outlined philippine society
96,2021,philippine society microbiology
96,2021,society microbiology infectious
96,2021,microbiology infectious diseases
96,2021,infectious diseases guidelines
96,2021,diseases guidelines department
96,2021,guidelines department health
96,2021,department health omnibus
96,2021,health omnibus interim
96,2021,omnibus interim guidelines
96,2021,interim guidelines prevention
96,2021,guidelines prevention detection
96,2021,prevention detection isolation
96,2021,detection isolation treatment
96,2021,isolation treatment reintegration
96,2021,treatment reintegration strategies
96,2021,reintegration strategies covid
96,2021,strategies covid still
96,2021,covid still observed
96,2021,still observed testing
96,2021,observed testing quarantine
96,2021,testing quarantine protocols
96,2021,quarantine protocols inconsistent
96,2021,protocols inconsistent hereto
96,2021,inconsistent hereto including
96,2021,hereto including exemptions
96,2021,including exemptions therefrom
96,2021,exemptions therefrom continue
96,2021,therefrom continue force
96,2021,continue force effect
96,2021,force effect compliance
96,2021,effect compliance directive
96,2021,compliance directive president
96,2021,directive president relaxation
96,2021,president relaxation age
96,2021,relaxation age based
96,2021,age based restrictions
96,2021,based restrictions areas
96,2021,restrictions areas modified
96,2021,areas modified general
96,2021,modified general community
96,2021,general community quarantine
96,2021,community quarantine effective
96,2021,quarantine effective february
96,2021,effective february 2021
96,2021,february 2021 iatf
96,2021,2021 iatf resolution
96,2021,iatf resolution issued
96,2021,resolution issued january
96,2021,issued january 2021
96,2021,january 2021 postponed
96,2021,2021 postponed recommendations
96,2021,postponed recommendations atf
96,2021,recommendations atf sub
96,2021,atf sub technical
96,2021,sub technical working
96,2021,technical working group
96,2021,working group information
96,2021,group information communication
96,2021,information communication technology
96,2021,communication technology solutions
96,2021,technology solutions adopted
96,2021,solutions adopted specifics
96,2021,adopted specifics follows
96,2021,specifics follows department
96,2021,follows department information
96,2021,department information communications
96,2021,information communications technology
96,2021,communications technology delegated
96,2021,technology delegated authority
96,2021,delegated authority perform
96,2021,authority perform actions
96,2021,perform actions accordance
96,2021,actions accordance law
96,2021,accordance law necessary
96,2021,law necessary procure
96,2021,necessary procure services
96,2021,procure services qualified
96,2021,services qualified third
96,2021,qualified third party
96,2021,third party service
96,2021,party service provider
96,2021,service provider cater
96,2021,provider cater services
96,2021,cater services pertaining
96,2021,services pertaining design
96,2021,pertaining design approval
96,2021,design approval project
96,2021,approval project implementation
96,2021,project implementation service
96,2021,implementation service management
96,2021,service management philippine
96,2021,management philippine covid
96,2021,philippine covid vaccine
96,2021,covid vaccine information
96,2021,vaccine information management
96,2021,information management system
96,2021,management system vims
96,2021,system vims ensure
96,2021,vims ensure accurate
96,2021,ensure accurate timely
96,2021,accurate timely efficient
96,2021,timely efficient distribution
96,2021,efficient distribution administration
96,2021,distribution administration covid
96,2021,administration covid vaccines
96,2021,covid vaccines department
96,2021,vaccines department information
96,2021,department information communications
96,2021,information communications technology
96,2021,communications technology authorized
96,2021,technology authorized formulate
96,2021,authorized formulate standards
96,2021,formulate standards determine
96,2021,standards determine whether
96,2021,determine whether thirdparty
96,2021,whether thirdparty service
96,2021,thirdparty service provider
96,2021,service provider qualified
96,2021,provider qualified undertake
